Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
349,input/OTF\Firefox 2023-05-22 12.58 profile(1).json,31650549,3802.4545454545455,0.003219041666,195.607,112.582,142.159,155.483
350,input/OTF\Firefox 2023-05-22 12.58 profile(2).json,32191608,2431.2871287128714,0.003514741667,219.358,135.361,142.866,173.38
351,input/OTF\Firefox 2023-05-22 12.58 profile.json,30964010,2568.2094240837696,0.002986141666,179.484,98.014,129.854,144.656
352,input/OTF\Firefox 2023-05-22 12.59 profile(1).json,32431817,2288.32,0.0032832916669999998,202.598,122.586,146.873,156.791
353,input/OTF\Firefox 2023-05-22 12.59 profile.json,30478249,2411.391304347826,0.003276933334,200.05,134.123,158.227,158.719
354,input/OTF\Firefox 2023-05-22 13.00 profile(1).json,30390901,3243.880239520958,0.0030885125,191.277,110.224,142.597,145.113
355,input/OTF\Firefox 2023-05-22 13.00 profile(2).json,33069216,2374.4347826086955,0.003250441666,205.983,122.714,143.036,159.997
356,input/OTF\Firefox 2023-05-22 13.00 profile.json,32183923,2778.074074074074,0.003114758333,202.303,120.024,146.659,164.517
357,input/OTF\Firefox 2023-05-22 13.01 profile(1).json,30750677,2602.9565217391305,0.0031013374999999998,194.27,104.564,135.519,145.916
358,input/OTF\Firefox 2023-05-22 13.01 profile.json,28893246,2695.7303370786517,0.0030635333329999998,199.195,112.532,152.927,156.974
359,input/OTF\Firefox 2023-05-22 13.02 profile(1).json,33018163,2226.1554404145077,0.0033751,204.183,115.848,147.078,160.404
360,input/OTF\Firefox 2023-05-22 13.02 profile(2).json,33593427,1935.304347826087,0.003232270833,198.23,106.66,126.357,155.04
361,input/OTF\Firefox 2023-05-22 13.02 profile.json,32843104,1996.0591133004925,0.0034832083339999998,212.43,120.448,152.837,169.898
362,input/OTF\Firefox 2023-05-22 13.03 profile(1).json,31385674,1832.0432432432433,0.003228641666,199.139,109.271,137.565,154.346
363,input/OTF\Firefox 2023-05-22 13.03 profile.json,31863911,1937.8969072164948,0.003186791667,196.709,130.022,151.528,151.017
364,input/OTF\Firefox 2023-05-22 13.04 profile(1).json,31310426,1716.1450777202072,0.0031055625,197.028,108.077,151.727,151.582
365,input/OTF\Firefox 2023-05-22 13.04 profile(2).json,28898873,2538.3757575757577,0.0031628999999999997,192.109,109.172,144.513,149.457
366,input/OTF\Firefox 2023-05-22 13.04 profile.json,30625994,3016.486187845304,0.003182608333,190.55,120.177,142.8,148.87
367,input/OTF\Firefox 2023-05-22 13.05 profile(1).json,33708876,2391.3263157894735,0.003020491667,186.419,105.063,123.47,143.212
